ContentID,Type,Niche,Platform,Title,Status,ScheduledDate,PublishedDate,Engagement,Notes,source_file,content_section,date,platform,account,niche,content_type,content_path,caption,hashtags,status,posted_url,notes,structure_id,structure_name,hook_formula,body_structure,cta_type,cta_example,performance_tier,niche_fit,source,hashtag,avg_posts,competition_level,recommended
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-01-31,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_004.md,,#automation #AI #productivity #workflow,pending,,Day 11 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-01-31,Instagram,@dailyanchorfaith,faith,devotional,CONTENT/social/faith/devotional_03.md,,#faith #morningroutine #quiettime #dailydevotion #bibleverse #christian,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-01-31,Instagram,@threehourphysique,fitness,motivation,CONTENT/social/fitness/motivation_03.md,,#fitness #gym #discipline #consistency #fitfam #workout,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-01-31,Instagram,@aiworkflowsdaily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_003.md,,#AI #ChatGPT #Claude #productivity #tech #aitools,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-01,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_04.md,,#faith #practical #christianliving #dailylife,pending,,Day 12 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-01,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_04.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 12 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-01,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_004.md,,#productivity #AI #hack #efficiency,pending,,Day 12 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-02,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_05.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 13 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-02,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_05.md,,#fitness #gym #discipline #consistency,pending,,Day 13 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-02,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_005.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 13 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_05.md,,#faith #encouragement #dailyword #blessed,pending,,Day 14 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_05.md,,#fitness #workout #gym #training,pending,,Day 14 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_005.md,,#automation #AI #productivity #workflow,pending,,Day 14 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,Instagram,@dailyanchorfaith,faith,encouragement,CONTENT/social/faith/encouragement_02.md,,#faith #encouragement #dailyword #blessed #christian #hope,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,Instagram,@threehourphysique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_02.md,,#fitness #workout #gym #training #fitfam #exercise,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-03,Instagram,@aiworkflowsdaily,ai,automation_win,CONTENT/social/ai/automation_win_002.md,,#automation #AI #productivity #workflow #tech #business,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-04,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_05.md,,#faith #practical #christianliving #dailylife,pending,,Day 15 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-04,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_05.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 15 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-04,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_005.md,,#productivity #AI #hack #efficiency,pending,,Day 15 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_06.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 16 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_06.md,,#fitness #gym #discipline #consistency,pending,,Day 16 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_006.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 16 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,Instagram,@dailyanchorfaith,faith,practical,CONTENT/social/faith/practical_02.md,,#faith #practical #christianliving #dailylife #christian #tips,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,Instagram,@threehourphysique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_02.md,,#nutrition #fitness #healthyeating #mealprep #gains #diet,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-05,Instagram,@aiworkflowsdaily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_002.md,,#productivity #AI #hack #efficiency #work #tech,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-06,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_06.md,,#faith #encouragement #dailyword #blessed,pending,,Day 17 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-06,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_06.md,,#fitness #workout #gym #training,pending,,Day 17 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-06,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_006.md,,#automation #AI #productivity #workflow,pending,,Day 17 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_06.md,,#faith #practical #christianliving #dailylife,pending,,Day 18 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_06.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 18 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_006.md,,#productivity #AI #hack #efficiency,pending,,Day 18 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,Instagram,@dailyanchorfaith,faith,devotional,CONTENT/social/faith/devotional_04.md,,#faith #morningroutine #quiettime #dailydevotion #bibleverse #christian,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,Instagram,@threehourphysique,fitness,motivation,CONTENT/social/fitness/motivation_04.md,,#fitness #gym #discipline #consistency #fitfam #workout,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-07,Instagram,@aiworkflowsdaily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_004.md,,#AI #ChatGPT #Claude #productivity #tech #aitools,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-08,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_07.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 19 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-08,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_07.md,,#fitness #gym #discipline #consistency,pending,,Day 19 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-08,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_007.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 19 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-09,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_07.md,,#faith #encouragement #dailyword #blessed,pending,,Day 20 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-09,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_07.md,,#fitness #workout #gym #training,pending,,Day 20 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-09,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_007.md,,#automation #AI #productivity #workflow,pending,,Day 20 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_07.md,,#faith #practical #christianliving #dailylife,pending,,Day 21 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_07.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 21 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_007.md,,#productivity #AI #hack #efficiency,pending,,Day 21 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,Instagram,@dailyanchorfaith,faith,encouragement,CONTENT/social/faith/encouragement_03.md,,#faith #encouragement #dailyword #blessed #christian #hope,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,Instagram,@threehourphysique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_03.md,,#fitness #workout #gym #training #fitfam #exercise,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-10,Instagram,@aiworkflowsdaily,ai,automation_win,CONTENT/social/ai/automation_win_003.md,,#automation #AI #productivity #workflow #tech #business,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-11,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_08.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 22 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-11,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_08.md,,#fitness #gym #discipline #consistency,pending,,Day 22 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-11,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_008.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 22 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_08.md,,#faith #encouragement #dailyword #blessed,pending,,Day 23 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_08.md,,#fitness #workout #gym #training,pending,,Day 23 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_008.md,,#automation #AI #productivity #workflow,pending,,Day 23 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,Instagram,@dailyanchorfaith,faith,practical,CONTENT/social/faith/practical_03.md,,#faith #practical #christianliving #dailylife #christian #tips,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,Instagram,@threehourphysique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_03.md,,#nutrition #fitness #healthyeating #mealprep #gains #diet,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-12,Instagram,@aiworkflowsdaily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_003.md,,#productivity #AI #hack #efficiency #work #tech,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-13,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_08.md,,#faith #practical #christianliving #dailylife,pending,,Day 24 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-13,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_08.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 24 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-13,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_008.md,,#productivity #AI #hack #efficiency,pending,,Day 24 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_09.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 25 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_09.md,,#fitness #gym #discipline #consistency,pending,,Day 25 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_009.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 25 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,Instagram,@dailyanchorfaith,faith,devotional,CONTENT/social/faith/devotional_05.md,,#faith #morningroutine #quiettime #dailydevotion #bibleverse #christian,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,Instagram,@threehourphysique,fitness,motivation,CONTENT/social/fitness/motivation_05.md,,#fitness #gym #discipline #consistency #fitfam #workout,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-14,Instagram,@aiworkflowsdaily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_005.md,,#AI #ChatGPT #Claude #productivity #tech #aitools,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-15,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_09.md,,#faith #encouragement #dailyword #blessed,pending,,Day 26 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-15,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_09.md,,#fitness #workout #gym #training,pending,,Day 26 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-15,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_009.md,,#automation #AI #productivity #workflow,pending,,Day 26 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-16,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_09.md,,#faith #practical #christianliving #dailylife,pending,,Day 27 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-16,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_09.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 27 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-16,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_009.md,,#productivity #AI #hack #efficiency,pending,,Day 27 rotation (weekend),,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,X,@daily_anchor_faith,faith,devotional,CONTENT/social/faith/devotional_10.md,,#faith #morningroutine #quiettime #dailydevotion,pending,,Day 28 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,X,@three_hour_physique,fitness,motivation,CONTENT/social/fitness/motivation_10.md,,#fitness #gym #discipline #consistency,pending,,Day 28 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,X,@ai_workflows_daily,ai,ai_tool_tip,CONTENT/social/ai/ai_tool_tip_010.md,,#AI #ChatGPT #Claude #productivity,pending,,Day 28 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,Instagram,@dailyanchorfaith,faith,encouragement,CONTENT/social/faith/encouragement_04.md,,#faith #encouragement #dailyword #blessed #christian #hope,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,Instagram,@threehourphysique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_04.md,,#fitness #workout #gym #training #fitfam #exercise,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-17,Instagram,@aiworkflowsdaily,ai,automation_win,CONTENT/social/ai/automation_win_004.md,,#automation #AI #productivity #workflow #tech #business,pending,,IG weekly,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-18,X,@daily_anchor_faith,faith,encouragement,CONTENT/social/faith/encouragement_10.md,,#faith #encouragement #dailyword #blessed,pending,,Day 29 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-18,X,@three_hour_physique,fitness,workout_tip,CONTENT/social/fitness/workout_tip_10.md,,#fitness #workout #gym #training,pending,,Day 29 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-18,X,@ai_workflows_daily,ai,automation_win,CONTENT/social/ai/automation_win_010.md,,#automation #AI #productivity #workflow,pending,,Day 29 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,X,@daily_anchor_faith,faith,practical,CONTENT/social/faith/practical_10.md,,#faith #practical #christianliving #dailylife,pending,,Day 30 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,X,@three_hour_physique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_10.md,,#nutrition #fitness #healthyeating #mealprep,pending,,Day 30 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,X,@ai_workflows_daily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_010.md,,#productivity #AI #hack #efficiency,pending,,Day 30 rotation,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,Instagram,@dailyanchorfaith,faith,practical,CONTENT/social/faith/practical_04.md,,#faith #practical #christianliving #dailylife #christian #tips,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,Instagram,@threehourphysique,fitness,nutrition_habit,CONTENT/social/fitness/nutrition_habit_04.md,,#nutrition #fitness #healthyeating #mealprep #gains #diet,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,CONTENT_CALENDAR_2026.csv,calendar,2026-02-19,Instagram,@aiworkflowsdaily,ai,productivity_hack,CONTENT/social/ai/productivity_hack_004.md,,#productivity #AI #hack #efficiency #work #tech,pending,,IG midweek,,,,,,,,,,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Most versatile. Works everywhere.,CS001,Problem-Solution,Stop doing X. Do Y instead.,Hook → Problem → Solution → Result → CTA,Comment,Comment 'TOOL' for the template,HIGHEST,ALL,@levelsio pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Numbers = engagement. Show proof.,CS002,Results Reveal,I made $X in Y days. Here's how.,Hook → Screenshot → 3 Steps → CTA,Bio,Link in bio for full breakdown,HIGHEST,AI,@tdinh_me pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Easy to produce. Good retention.,CS003,Listicle,3 tools I use every day (free),Hook → Tool 1 → Tool 2 → Tool 3 → CTA,Comment,Comment which one you want details on,HIGH,ALL,Native TikTok,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Controversy = engagement.,CS004,Myth Bust,Most people get X wrong,Hook → Common mistake → Truth → Fix → CTA,DM,DM me 'FIX' for the solution,HIGH,ALL,@dannypostmaa pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Fast value delivery.,CS005,Tutorial Speed,Copy this exact workflow,Hook → Step 1 → Step 2 → Step 3 → Result,Bio,Full tutorial in bio,HIGHEST,AI,@marc_louvion pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Post,,,,,,Under 280 chars. One punch.,CS006,Single Insight,Direct statement with number,Hook sentence. 1-2 supporting lines. CTA.,Reply,Reply 'STACK' for setup,HIGHEST,ALL,@levelsio pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Thread,,,,,,5-7 tweets max. Number each.,CS007,Framework,The X-step system for Y,Hook → Step 1 → Step 2 → ... → Summary → CTA,Bio,Full template in bio,HIGH,AI,@dickiebush pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Thread,,,,,,Personal + relatable.,CS008,Story,6 months ago I was X. Now Y.,Hook → Struggle → Discovery → Process → Result → Lesson → CTA,DM,DM for the exact playbook,HIGH,ALL,@nicolascole77 pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Email,,,Email,,,,,,Under 100 words. Personalized.,CS009,Cold Outreach,Quick question about {Company},Observation → Problem → Bridge → Offer → Soft CTA,Reply,Worth a look?,HIGHEST,ALL,MASTER_DOC,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Email,,,Email,,,,,,Value first. Sell second.,CS010,Newsletter,I made $X doing this (step-by-step),Hook → Story → 3 takeaways → CTA,Click,Get the template here,HIGH,ALL,Substack best practices,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,YouTube,,,YouTube Long,,,,,,10+ min for monetization.,CS011,Tutorial,Full guide: How to X in Y minutes,Hook (0-30s) → Overview → Steps → Summary → CTA,Subscribe,Subscribe for more like this,HIGHEST,ALL,YouTube SEO,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,YouTube,,,YouTube Long,,,,,,Honest reviews convert.,CS012,Review,I tested X for 30 days. Results:,Hook → What it is → Pros → Cons → Verdict → CTA,Affiliate,Link in description,HIGH,AI,Tech YouTube pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Web,,,Landing Page,,,,,,One CTA. Remove friction.,CS013,Lead Magnet,Get the free X that Y,Headline → Subhead → 3 Bullets → Form → Social proof,Form,Enter email to get instant access,HIGHEST,ALL,Conversion best practices,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Web,,,Landing Page,,,,,,Social proof above fold.,CS014,Product,X for Y without Z,Headline → Problem → Solution → Features → Proof → CTA → FAQ,Buy,Get instant access for $X,HIGHEST,ALL,SaaS landing patterns,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Video,,,UGC Script,,,,,,Native feeling. Not polished.,CS015,Hook-Problem-Demo,[Problem statement] + [This solved it],Hook (0-3s) → Bridge (3-10s) → Demo (10-25s) → CTA (25-30s),Bio,Link in bio,HIGHEST,ALL,@dansugcmodels roster,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,All,,,Faith Content,,,,,,Short. Actionable. Daily.,CS016,Daily Devotional,Discipline is built in micro reps,Hook → Scripture → Application → Challenge → CTA,Comment,Comment 'STREAK' for template,HIGH,Faith,Faith niche analysis,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,All,,,Faith Content,,,,,,Community-focused.,CS017,Accountability,The cheat code is social accountability,Hook → Problem → Solution → Community invite,DM,DM 'GROUP' for access,HIGH,Faith,Faith niche analysis,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,All,,,Fitness Content,,,,,,Numbers + simplicity.,CS018,Results Focus,3 days/week lifting is enough to look elite,Hook → Contrarian claim → Evidence → Method → CTA,Comment,Comment 'SPLIT' for the plan,HIGHEST,Fitness,Fitness niche analysis,,,,
